20638.000000 	 228.279400
20643.000000 	 229.438200
20647.000000 	 229.867100
20651.000000 	 231.329500
20655.000000 	 232.287600
20659.000000 	 233.568900
20664.000000 	 234.867700
20668.000000 	 235.825900
20672.000000 	 236.865400
20676.000000 	 238.186200
20680.000000 	 239.247100
20685.000000 	 240.733200
20689.000000 	 242.117800
20693.000000 	 243.447700
20697.000000 	 244.585600
20701.000000 	 245.801300
20705.000000 	 247.272300
20710.000000 	 248.627300
20714.000000 	 250.305800
20718.000000 	 251.670000
20722.000000 	 253.014700
20727.000000 	 254.526700
20731.000000 	 255.865300
20735.000000 	 257.410000
20739.000000 	 259.017100
20743.000000 	 260.462200
20748.000000 	 262.203400
20752.000000 	 263.666600
20756.000000 	 265.144500
20760.000000 	 266.717100
20764.000000 	 268.216100
20769.000000 	 270.063700
20773.000000 	 271.346600
20777.000000 	 273.300200
20781.000000 	 274.942600
20785.000000 	 276.257900
20790.000000 	 278.135200
20794.000000 	 279.917100
20798.000000 	 281.534300
20802.000000 	 283.263300
20806.000000 	 285.053300
20811.000000 	 287.036200
20815.000000 	 288.584300
20819.000000 	 290.605800
20823.000000 	 291.893600
20827.000000 	 293.818000
20832.000000 	 295.689100
20836.000000 	 297.385100
20840.000000 	 299.325600
20844.000000 	 300.781500
20848.000000 	 302.303700
20853.000000 	 304.243600
20857.000000 	 306.442900
20861.000000 	 308.342700
20865.000000 	 309.593300
20869.000000 	 311.815400
20874.000000 	 313.353000
20878.000000 	 315.143400
20882.000000 	 316.697800
20886.000000 	 318.135700
20890.000000 	 320.264800
20895.000000 	 321.654400
20899.000000 	 323.880300
20903.000000 	 325.355100
20907.000000 	 327.415200
20911.000000 	 329.378100
20916.000000 	 330.985700
20920.000000 	 332.732700
20924.000000 	 334.280400
20928.000000 	 336.383700
20932.000000 	 338.079500
20937.000000 	 339.786100
20941.000000 	 341.475500
20945.000000 	 342.929900
20949.000000 	 345.079000
20953.000000 	 345.916300
20957.000000 	 348.016800
20962.000000 	 350.066700
20966.000000 	 351.715500
20970.000000 	 353.314800
20974.000000 	 355.332000
20978.000000 	 356.751200
20983.000000 	 358.429200
20987.000000 	 359.710000
20991.000000 	 361.523000
20995.000000 	 362.744400
20999.000000 	 364.809400
21004.000000 	 366.064900
21008.000000 	 367.702000
21012.000000 	 369.142200
21016.000000 	 371.204500
21020.000000 	 372.053300
21024.000000 	 373.934800
21029.000000 	 375.276300
21033.000000 	 376.661900
21037.000000 	 378.326400
21041.000000 	 379.386600
21045.000000 	 380.843200
21050.000000 	 382.559500
21054.000000 	 384.159400
21058.000000 	 385.118800
21062.000000 	 386.772500
21066.000000 	 388.156000
21071.000000 	 389.569000
21075.000000 	 391.017500
21079.000000 	 392.543500
21083.000000 	 393.156700
21087.000000 	 394.494000
21092.000000 	 396.006000
21096.000000 	 397.010100
21100.000000 	 398.073700
21104.000000 	 398.990700
21108.000000 	 400.229700
21113.000000 	 401.350000
21117.000000 	 402.713500
21121.000000 	 403.996400
21125.000000 	 404.674900
21129.000000 	 406.079700
21134.000000 	 407.213500
21138.000000 	 407.854100
21142.000000 	 408.706300
21146.000000 	 410.315500
21150.000000 	 410.909500
21155.000000 	 412.107500
21159.000000 	 412.888800
21163.000000 	 414.161200
21167.000000 	 414.913100
21171.000000 	 415.882700
21176.000000 	 416.342400
21180.000000 	 417.588300
21184.000000 	 418.423600
21188.000000 	 419.250500
21192.000000 	 420.243500
21197.000000 	 420.422500
21201.000000 	 421.330100
21205.000000 	 422.434200
21209.000000 	 423.045300
21213.000000 	 423.808700
21218.000000 	 424.476500
21222.000000 	 425.073900
21226.000000 	 425.913500
21230.000000 	 426.425500
21234.000000 	 427.030700
21239.000000 	 427.606400
