29118.000000 	 310.135122
29122.000000 	 311.431920
29127.000000 	 313.020195
29131.000000 	 314.265134
29135.000000 	 315.487678
29139.000000 	 316.688218
29143.000000 	 317.867140
29148.000000 	 319.310968
29152.000000 	 320.442621
29156.000000 	 321.553862
29160.000000 	 322.645047
29164.000000 	 323.716527
29168.000000 	 324.768648
29173.000000 	 326.057089
29177.000000 	 327.066880
29181.000000 	 328.058390
29185.000000 	 329.031939
29189.000000 	 329.987843
29194.000000 	 331.158377
29198.000000 	 332.075698
29202.000000 	 332.976356
29206.000000 	 333.860644
29210.000000 	 334.728848
29214.000000 	 335.581249
29219.000000 	 336.624949
29223.000000 	 337.442799
29227.000000 	 338.245726
29231.000000 	 339.033994
29235.000000 	 339.807858
29240.000000 	 340.755316
29244.000000 	 341.497687
29248.000000 	 342.226456
29252.000000 	 342.941864
29256.000000 	 343.644143
29261.000000 	 344.503879
29265.000000 	 345.177453
29269.000000 	 345.838630
29273.000000 	 346.487627
29277.000000 	 347.124658
29281.000000 	 347.749932
29286.000000 	 348.515305
29290.000000 	 349.114872
29294.000000 	 349.703339
29298.000000 	 350.280898
29302.000000 	 350.847741
29306.000000 	 351.404056
29311.000000 	 352.084923
29315.000000 	 352.618217
29319.000000 	 353.141570
29323.000000 	 353.655155
29327.000000 	 354.159143
29332.000000 	 354.775889
29336.000000 	 355.258895
29340.000000 	 355.732840
29344.000000 	 356.197882
29348.000000 	 356.654177
29353.000000 	 357.212478
29357.000000 	 357.649648
29361.000000 	 358.078558
29365.000000 	 358.499354
29369.000000 	 358.912178
29374.000000 	 359.417209
29378.000000 	 359.812600
29382.000000 	 360.200464
29386.000000 	 360.580932
29390.000000 	 360.954133
29395.000000 	 361.410609
29399.000000 	 361.767922
29403.000000 	 362.118373
29407.000000 	 362.462083
29411.000000 	 362.799169
29415.000000 	 363.129748
29420.000000 	 363.533995
29424.000000 	 363.850345
29428.000000 	 364.160552
29432.000000 	 364.464721
29436.000000 	 364.762960
29441.000000 	 365.127574
29445.000000 	 365.412844
29449.000000 	 365.692513
29453.000000 	 365.966680
29457.000000 	 366.235441
29461.000000 	 366.498891
29466.000000 	 366.820875
29470.000000 	 367.072711
29474.000000 	 367.319532
29478.000000 	 367.561425
29482.000000 	 367.798477
29487.000000 	 368.088114
29491.000000 	 368.314581
29495.000000 	 368.536478
29499.000000 	 368.753883
29503.000000 	 368.966875
29508.000000 	 369.227029
29512.000000 	 369.430374
29516.000000 	 369.629553
29520.000000 	 369.824638
29524.000000 	 370.015701
29529.000000 	 370.248982
29533.000000 	 370.431253
29537.000000 	 370.609726
29541.000000 	 370.784467
29545.000000 	 370.955544
29549.000000 	 371.123019
29554.000000 	 371.327394
29558.000000 	 371.486995
29562.000000 	 371.643195
29566.000000 	 371.796054
29570.000000 	 371.945631
29575.000000 	 372.128073
29579.000000 	 372.270473
29583.000000 	 372.409774
29587.000000 	 372.546029
29591.000000 	 372.679293
29596.000000 	 372.841745
29600.000000 	 372.968468
29604.000000 	 373.092365
29608.000000 	 373.213488
29612.000000 	 373.331883
29617.000000 	 373.476116
29621.000000 	 373.588549
29625.000000 	 373.698408
29629.000000 	 373.805738
29633.000000 	 373.910582
29638.000000 	 374.038209
